om,yr,mo,dy,date,time,tz,datetime_utc,st,stf,mag,inj,fat,loss,slat,slon,elat,elon,len,wid,ns,sn,f1,f2,f3,f4,fc,hr,hrcode,code,fn
1102,2010,10,21,2010-10-21,16:48:00,America/Chicago,2010-10-21T21:48:00Z,TX,48,0.0,0,0,,31.2061,-101.967,31.2077,-101.954,0.78,75,1,1,461,0,0,0,False,2010-10-21 21:00:00+00:00,20101021 21:00:00+00:00,20101021.21,NLDAS_FORA0125_H.A20101021.2100.002.grb.SUB.nc4
1105,2010,10,21,2010-10-21,18:03:00,America/Chicago,2010-10-21T23:03:00Z,NM,35,0.0,0,0,,33.6624,-104.576,33.6687,-104.57,0.56,50,1,1,5,0,0,0,False,2010-10-21 23:00:00+00:00,20101021 23:00:00+00:00,20101021.23,NLDAS_FORA0125_H.A20101021.2300.002.grb.SUB.nc4
1107,2010,10,24,2010-10-24,14:30:00,America/Chicago,2010-10-24T19:30:00Z,TX,48,0.0,0,0,,33.086,-94.691,33.092,-94.641,2.98,75,1,1,343,67,0,0,False,2010-10-24 19:00:00+00:00,20101024 19:00:00+00:00,20101024.19,NLDAS_FORA0125_H.A20101024.1900.002.grb.SUB.nc4
1109,2010,10,24,2010-10-24,16:43:00,America/Chicago,2010-10-24T21:43:00Z,TX,48,2.0,4,0,1000000.0,32.1949,-96.5548,32.2472,-96.4621,6.51,480,1,1,349,0,0,0,False,2010-10-24 21:00:00+00:00,20101024 21:00:00+00:00,20101024.21,NLDAS_FORA0125_H.A20101024.2100.002.grb.SUB.nc4
1114,2010,10,24,2010-10-24,18:20:00,America/Chicago,2010-10-24T23:20:00Z,OR,41,0.0,0,0,,42.6711,-124.468,42.6749,-124.456,1.0,50,1,1,15,0,0,0,False,2010-10-24 23:00:00+00:00,20101024 23:00:00+00:00,20101024.23,NLDAS_FORA0125_H.A20101024.2300.002.grb.SUB.nc4
1117,2010,10,24,2010-10-24,23:40:00,America/Chicago,2010-10-25T04:40:00Z,TN,47,1.0,0,0,100000.0,35.286,-86.3304,35.2975,-86.3155,1.15,200,1,1,127,0,0,0,False,2010-10-25 04:00:00+00:00,20101025 04:00:00+00:00,20101025.04,NLDAS_FORA0125_H.A20101025.0400.002.grb.SUB.nc4
1119,2010,10,25,2010-10-25,02:23:00,America/Chicago,2010-10-25T07:23:00Z,AL,1,0.0,0,0,35000.0,34.3477,-86.4988,34.3514,-86.4831,0.93,100,1,1,95,0,0,0,False,2010-10-25 07:00:00+00:00,20101025 07:00:00+00:00,20101025.07,NLDAS_FORA0125_H.A20101025.0700.002.grb.SUB.nc4
1120,2010,10,25,2010-10-25,02:52:00,America/Chicago,2010-10-25T07:52:00Z,AL,1,0.0,0,0,50000.0,34.583,-85.958,34.5944,-85.9223,2.17,100,1,1,71,0,0,0,False,2010-10-25 07:00:00+00:00,20101025 07:00:00+00:00,20101025.07,NLDAS_FORA0125_H.A20101025.0700.002.grb.SUB.nc4
1124,2010,10,25,2010-10-25,04:00:00,America/Chicago,2010-10-25T09:00:00Z,TN,47,0.0,0,0,50000.0,35.12,-85.15,35.12,-85.15,0.1,40,1,1,65,0,0,0,False,2010-10-25 09:00:00+00:00,20101025 09:00:00+00:00,20101025.09,NLDAS_FORA0125_H.A20101025.0900.002.grb.SUB.nc4
1125,2010,10,25,2010-10-25,04:17:00,America/Chicago,2010-10-25T09:17:00Z,AL,1,1.0,0,0,,30.6706,-88.1535,30.6717,-88.1333,1.2,150,1,1,97,0,0,0,False,2010-10-25 09:00:00+00:00,20101025 09:00:00+00:00,20101025.09,NLDAS_FORA0125_H.A20101025.0900.002.grb.SUB.nc4
1127,2010,10,26,2010-10-26,04:41:00,America/Chicago,2010-10-26T09:41:00Z,IL,17,1.0,0,0,100000.0,41.8319,-89.1685,41.8471,-89.1621,1.1,50,1,1,103,0,0,0,False,2010-10-26 09:00:00+00:00,20101026 09:00:00+00:00,20101026.09,NLDAS_FORA0125_H.A20101026.0900.002.grb.SUB.nc4
1129,2010,10,26,2010-10-26,06:23:00,America/Chicago,2010-10-26T11:23:00Z,IL,17,0.0,0,0,4000.0,38.4245,-87.8266,38.4372,-87.8055,1.44,50,1,1,185,0,0,0,False,2010-10-26 11:00:00+00:00,20101026 11:00:00+00:00,20101026.11,NLDAS_FORA0125_H.A20101026.1100.002.grb.SUB.nc4
1130,2010,10,26,2010-10-26,06:29:00,America/Chicago,2010-10-26T11:29:00Z,IL,17,1.0,0,0,8000.0,38.5073,-87.7046,38.515,-87.6786,1.5,75,1,1,185,0,0,0,False,2010-10-26 11:00:00+00:00,20101026 11:00:00+00:00,20101026.11,NLDAS_FORA0125_H.A20101026.1100.002.grb.SUB.nc4
1131,2010,10,26,2010-10-26,06:40:00,America/Chicago,2010-10-26T11:40:00Z,IL,17,2.0,2,0,500000.0,41.309,-87.7393,41.3403,-87.7231,2.32,200,1,1,197,0,0,0,False,2010-10-26 11:00:00+00:00,20101026 11:00:00+00:00,20101026.11,NLDAS_FORA0125_H.A20101026.1100.002.grb.SUB.nc4
1132,2010,10,26,2010-10-26,06:47:00,America/Chicago,2010-10-26T11:47:00Z,WI,55,1.0,0,0,100000.0,42.6638,-87.8996,42.669,-87.8952,0.43,100,1,1,59,0,0,0,False,2010-10-26 11:00:00+00:00,20101026 11:00:00+00:00,20101026.11,NLDAS_FORA0125_H.A20101026.1100.002.grb.SUB.nc4
1133,2010,10,26,2010-10-26,06:48:00,America/Chicago,2010-10-26T11:48:00Z,WI,55,1.0,2,0,1000000.0,42.669,-87.8952,42.7285,-87.826,5.4,100,1,1,101,0,0,0,False,2010-10-26 11:00:00+00:00,20101026 11:00:00+00:00,20101026.11,NLDAS_FORA0125_H.A20101026.1100.002.grb.SUB.nc4
1137,2010,10,26,2010-10-26,08:18:00,America/Chicago,2010-10-26T13:18:00Z,IN,18,0.0,0,0,,40.8151,-85.8404,40.8691,-85.7566,5.76,100,1,1,169,0,0,0,False,2010-10-26 13:00:00+00:00,20101026 13:00:00+00:00,20101026.13,NLDAS_FORA0125_H.A20101026.1300.002.grb.SUB.nc4
1138,2010,10,26,2010-10-26,08:20:00,America/Chicago,2010-10-26T13:20:00Z,IN,18,1.0,0,0,,40.4711,-85.5402,40.4801,-85.5222,1.13,100,1,1,53,0,0,0,False,2010-10-26 13:00:00+00:00,20101026 13:00:00+00:00,20101026.13,NLDAS_FORA0125_H.A20101026.1300.002.grb.SUB.nc4
1139,2010,10,26,2010-10-26,08:21:00,America/Chicago,2010-10-26T13:21:00Z,IN,18,0.0,0,0,,40.9997,-85.5999,41.0207,-85.5763,1.9,175,1,1,69,183,0,0,False,2010-10-26 13:00:00+00:00,20101026 13:00:00+00:00,20101026.13,NLDAS_FORA0125_H.A20101026.1300.002.grb.SUB.nc4
1140,2010,10,26,2010-10-26,08:23:00,America/Chicago,2010-10-26T13:23:00Z,IN,18,0.0,0,0,75000.0,39.9094,-85.6428,39.9139,-85.6362,0.47,50,1,1,59,0,0,0,False,2010-10-26 13:00:00+00:00,20101026 13:00:00+00:00,20101026.13,NLDAS_FORA0125_H.A20101026.1300.002.grb.SUB.nc4
1141,2010,10,26,2010-10-26,08:27:00,America/Chicago,2010-10-26T13:27:00Z,KY,21,0.0,0,0,2000.0,37.2656,-87.266,37.2665,-87.264,0.13,50,1,1,177,0,0,0,False,2010-10-26 13:00:00+00:00,20101026 13:00:00+00:00,20101026.13,NLDAS_FORA0125_H.A20101026.1300.002.grb.SUB.nc4
1142,2010,10,26,2010-10-26,08:28:00,America/Chicago,2010-10-26T13:28:00Z,KY,21,1.0,0,0,100000.0,36.8607,-87.529,36.8623,-87.4849,2.44,130,1,1,47,0,0,0,False,2010-10-26 13:00:00+00:00,20101026 13:00:00+00:00,20101026.13,NLDAS_FORA0125_H.A20101026.1300.002.grb.SUB.nc4
1143,2010,10,26,2010-10-26,08:31:00,America/Chicago,2010-10-26T13:31:00Z,IN,18,1.0,0,0,100000.0,40.9798,-85.6149,40.9885,-85.6094,0.67,75,1,1,69,0,0,0,False,2010-10-26 13:00:00+00:00,20101026 13:00:00+00:00,20101026.13,NLDAS_FORA0125_H.A20101026.1300.002.grb.SUB.nc4
1144,2010,10,26,2010-10-26,08:31:00,America/Chicago,2010-10-26T13:31:00Z,IN,18,0.0,0,0,,41.298,-85.8234,41.3064,-85.8094,0.93,30,1,1,85,0,0,0,False,2010-10-26 13:00:00+00:00,20101026 13:00:00+00:00,20101026.13,NLDAS_FORA0125_H.A20101026.1300.002.grb.SUB.nc4
1145,2010,10,26,2010-10-26,08:42:00,America/Chicago,2010-10-26T13:42:00Z,IN,18,1.0,0,0,,41.1083,-85.4717,41.136,-85.4512,2.19,150,1,1,183,0,0,0,False,2010-10-26 13:00:00+00:00,20101026 13:00:00+00:00,20101026.13,NLDAS_FORA0125_H.A20101026.1300.002.grb.SUB.nc4
1146,2010,10,26,2010-10-26,08:52:00,America/Chicago,2010-10-26T13:52:00Z,KY,21,0.0,0,0,4000.0,36.7354,-87.3453,36.7511,-87.3193,1.8,50,1,1,47,0,0,0,False,2010-10-26 13:00:00+00:00,20101026 13:00:00+00:00,20101026.13,NLDAS_FORA0125_H.A20101026.1300.002.grb.SUB.nc4
1147,2010,10,26,2010-10-26,08:58:00,America/Chicago,2010-10-26T13:58:00Z,KY,21,0.0,0,0,5000.0,36.7694,-87.2697,36.7697,-87.2665,0.18,30,1,1,219,0,0,0,False,2010-10-26 13:00:00+00:00,20101026 13:00:00+00:00,20101026.13,NLDAS_FORA0125_H.A20101026.1300.002.grb.SUB.nc4
1157,2010,10,26,2010-10-26,10:04:00,America/Chicago,2010-10-26T15:04:00Z,IN,18,0.0,0,0,,39.1538,-84.8699,39.1546,-84.8686,0.09,10,1,1,29,0,0,0,False,2010-10-26 15:00:00+00:00,20101026 15:00:00+00:00,20101026.15,NLDAS_FORA0125_H.A20101026.1500.002.grb.SUB.nc4
1158,2010,10,26,2010-10-26,10:08:00,America/Chicago,2010-10-26T15:08:00Z,KY,21,1.0,0,0,40000.0,36.9637,-86.3897,36.9758,-86.3672,1.49,60,1,1,227,0,0,0,False,2010-10-26 15:00:00+00:00,20101026 15:00:00+00:00,20101026.15,NLDAS_FORA0125_H.A20101026.1500.002.grb.SUB.nc4
1159,2010,10,26,2010-10-26,10:35:00,America/Chicago,2010-10-26T15:35:00Z,KY,21,0.0,0,0,5000.0,38.7017,-85.3974,38.7167,-85.3895,1.12,20,1,1,223,0,0,0,False,2010-10-26 15:00:00+00:00,20101026 15:00:00+00:00,20101026.15,NLDAS_FORA0125_H.A20101026.1500.002.grb.SUB.nc4
1160,2010,10,26,2010-10-26,11:20:00,America/Chicago,2010-10-26T16:20:00Z,OH,39,0.0,0,0,70000.0,39.443,-83.6415,39.4756,-83.5807,3.95,200,1,1,27,47,0,0,False,2010-10-26 16:00:00+00:00,20101026 16:00:00+00:00,20101026.16,NLDAS_FORA0125_H.A20101026.1600.002.grb.SUB.nc4
1161,2010,10,26,2010-10-26,11:30:00,America/Chicago,2010-10-26T16:30:00Z,OH,39,0.0,0,0,75000.0,39.4844,-83.5438,39.537,-83.466,5.51,200,1,1,47,0,0,0,False,2010-10-26 16:00:00+00:00,20101026 16:00:00+00:00,20101026.16,NLDAS_FORA0125_H.A20101026.1600.002.grb.SUB.nc4
1162,2010,10,26,2010-10-26,11:52:00,America/Chicago,2010-10-26T16:52:00Z,OH,39,0.0,0,0,75000.0,39.7274,-83.1187,39.7463,-83.0847,2.23,30,1,1,129,0,0,0,False,2010-10-26 16:00:00+00:00,20101026 16:00:00+00:00,20101026.16,NLDAS_FORA0125_H.A20101026.1600.002.grb.SUB.nc4
1166,2010,10,26,2010-10-26,13:30:00,America/Chicago,2010-10-26T18:30:00Z,TN,47,1.0,0,0,100000.0,35.2945,-84.77,35.294,-84.7678,0.13,40,1,1,11,0,0,0,False,2010-10-26 18:00:00+00:00,20101026 18:00:00+00:00,20101026.18,NLDAS_FORA0125_H.A20101026.1800.002.grb.SUB.nc4
1167,2010,10,26,2010-10-26,13:55:00,America/Chicago,2010-10-26T18:55:00Z,TN,47,1.0,0,0,25000.0,35.67,-84.1522,35.6891,-84.1254,2.0,50,1,1,105,0,0,0,False,2010-10-26 18:00:00+00:00,20101026 18:00:00+00:00,20101026.18,NLDAS_FORA0125_H.A20101026.1800.002.grb.SUB.nc4
1169,2010,10,26,2010-10-26,16:02:00,America/Chicago,2010-10-26T21:02:00Z,SC,45,0.0,0,0,,34.751,-83.225,34.752,-83.211,0.8,150,1,1,73,0,0,0,False,2010-10-26 21:00:00+00:00,20101026 21:00:00+00:00,20101026.21,NLDAS_FORA0125_H.A20101026.2100.002.grb.SUB.nc4
1170,2010,10,26,2010-10-26,16:10:00,America/Chicago,2010-10-26T21:10:00Z,KY,21,1.0,0,0,250000.0,36.6148,-83.7163,36.6175,-83.7043,0.7,220,1,1,13,0,0,0,False,2010-10-26 21:00:00+00:00,20101026 21:00:00+00:00,20101026.21,NLDAS_FORA0125_H.A20101026.2100.002.grb.SUB.nc4
1171,2010,10,26,2010-10-26,16:16:00,America/Chicago,2010-10-26T21:16:00Z,SC,45,0.0,0,0,,34.827,-83.032,34.828,-83.024,0.46,200,1,1,73,0,0,0,False,2010-10-26 21:00:00+00:00,20101026 21:00:00+00:00,20101026.21,NLDAS_FORA0125_H.A20101026.2100.002.grb.SUB.nc4
1172,2010,10,26,2010-10-26,16:25:00,America/Chicago,2010-10-26T21:25:00Z,TN,47,0.0,0,0,10000.0,35.0314,-85.4429,35.0329,-85.4361,0.4,20,1,1,115,0,0,0,False,2010-10-26 21:00:00+00:00,20101026 21:00:00+00:00,20101026.21,NLDAS_FORA0125_H.A20101026.2100.002.grb.SUB.nc4
1173,2010,10,26,2010-10-26,16:50:00,America/Chicago,2010-10-26T21:50:00Z,TN,47,2.0,6,0,200000.0,35.1216,-85.1925,35.1216,-85.1925,1.2,100,1,1,65,0,0,0,False,2010-10-26 21:00:00+00:00,20101026 21:00:00+00:00,20101026.21,NLDAS_FORA0125_H.A20101026.2100.002.grb.SUB.nc4
1180,2010,10,26,2010-10-26,18:03:00,America/Chicago,2010-10-26T23:03:00Z,NC,37,0.0,0,0,100000.0,35.268,-82.038,35.271,-82.031,0.45,40,1,1,149,0,0,0,False,2010-10-26 23:00:00+00:00,20101026 23:00:00+00:00,20101026.23,NLDAS_FORA0125_H.A20101026.2300.002.grb.SUB.nc4
1181,2010,10,26,2010-10-26,18:15:00,America/Chicago,2010-10-26T23:15:00Z,NC,37,0.0,0,0,10000.0,35.316,-81.922,35.319,-81.919,0.27,30,1,1,161,0,0,0,False,2010-10-26 23:00:00+00:00,20101026 23:00:00+00:00,20101026.23,NLDAS_FORA0125_H.A20101026.2300.002.grb.SUB.nc4
1183,2010,10,26,2010-10-26,21:14:00,America/Chicago,2010-10-27T02:14:00Z,NC,37,1.0,0,0,100000.0,36.343,-80.295,36.363,-80.263,2.25,200,1,1,169,0,0,0,False,2010-10-27 02:00:00+00:00,20101027 02:00:00+00:00,20101027.02,NLDAS_FORA0125_H.A20101027.0200.002.grb.SUB.nc4
1184,2010,10,26,2010-10-26,21:35:00,America/Chicago,2010-10-27T02:35:00Z,NC,37,0.0,0,0,,35.557,-80.962,35.559,-80.955,0.42,75,1,1,35,0,0,0,False,2010-10-27 02:00:00+00:00,20101027 02:00:00+00:00,20101027.02,NLDAS_FORA0125_H.A20101027.0200.002.grb.SUB.nc4
1185,2010,10,26,2010-10-26,21:36:00,America/Chicago,2010-10-27T02:36:00Z,NC,37,0.0,0,0,,35.556,-80.962,35.574,-80.939,1.79,75,1,1,97,0,0,0,False,2010-10-27 02:00:00+00:00,20101027 02:00:00+00:00,20101027.02,NLDAS_FORA0125_H.A20101027.0200.002.grb.SUB.nc4
1186,2010,10,26,2010-10-26,22:14:00,America/Chicago,2010-10-27T03:14:00Z,VA,51,0.0,0,0,25000.0,36.6013,-79.72,36.649,-79.642,5.44,200,1,1,89,0,0,0,False,2010-10-27 03:00:00+00:00,20101027 03:00:00+00:00,20101027.03,NLDAS_FORA0125_H.A20101027.0300.002.grb.SUB.nc4
1188,2010,10,27,2010-10-27,01:00:00,America/Chicago,2010-10-27T06:00:00Z,VA,51,0.0,0,0,20000.0,36.7283,-78.5383,36.7724,-78.48,1.25,100,1,1,117,0,0,0,False,2010-10-27 06:00:00+00:00,20101027 06:00:00+00:00,20101027.06,NLDAS_FORA0125_H.A20101027.0600.002.grb.SUB.nc4
1191,2010,10,27,2010-10-27,14:13:00,America/Chicago,2010-10-27T19:13:00Z,NC,37,1.0,0,0,75000.0,36.39,-78.95,36.39,-78.94,0.56,50,1,1,145,0,0,0,False,2010-10-27 19:00:00+00:00,20101027 19:00:00+00:00,20101027.19,NLDAS_FORA0125_H.A20101027.1900.002.grb.SUB.nc4
1192,2010,10,27,2010-10-27,15:00:00,America/Chicago,2010-10-27T20:00:00Z,VA,51,1.0,1,0,1500000.0,37.5692,-77.4552,37.6165,-77.2566,11.36,200,1,1,760,87,85,0,False,2010-10-27 20:00:00+00:00,20101027 20:00:00+00:00,20101027.20,NLDAS_FORA0125_H.A20101027.2000.002.grb.SUB.nc4
1193,2010,10,27,2010-10-27,15:30:00,America/Chicago,2010-10-27T20:30:00Z,NC,37,1.0,0,0,250000.0,36.19,-79.22,36.2,-79.17,2.87,50,1,1,135,0,0,0,False,2010-10-27 20:00:00+00:00,20101027 20:00:00+00:00,20101027.20,NLDAS_FORA0125_H.A20101027.2000.002.grb.SUB.nc4
1194,2010,10,27,2010-10-27,16:15:00,America/Chicago,2010-10-27T21:15:00Z,NC,37,0.0,0,0,100000.0,36.33,-78.71,36.35,-78.63,4.66,100,1,1,77,0,0,0,False,2010-10-27 21:00:00+00:00,20101027 21:00:00+00:00,20101027.21,NLDAS_FORA0125_H.A20101027.2100.002.grb.SUB.nc4
1195,2010,10,27,2010-10-27,16:50:00,America/Chicago,2010-10-27T21:50:00Z,NC,37,0.0,0,0,30000.0,36.38,-78.38,36.39,-78.33,2.87,50,1,1,181,0,0,0,False,2010-10-27 21:00:00+00:00,20101027 21:00:00+00:00,20101027.21,NLDAS_FORA0125_H.A20101027.2100.002.grb.SUB.nc4
1196,2010,10,27,2010-10-27,17:05:00,America/Chicago,2010-10-27T22:05:00Z,NC,37,1.0,0,0,710000.0,36.26,-80.36,36.2667,-80.3462,0.9,200,1,1,169,0,0,0,False,2010-10-27 22:00:00+00:00,20101027 22:00:00+00:00,20101027.22,NLDAS_FORA0125_H.A20101027.2200.002.grb.SUB.nc4
1197,2010,10,27,2010-10-27,22:15:00,America/Chicago,2010-10-28T03:15:00Z,VA,51,0.0,0,0,50000.0,36.7463,-77.0654,36.7462,-77.0613,0.25,50,1,1,175,0,0,0,False,2010-10-28 03:00:00+00:00,20101028 03:00:00+00:00,20101028.03,NLDAS_FORA0125_H.A20101028.0300.002.grb.SUB.nc4
1092,2010,10,6,2010-10-06,06:54:00,America/Chicago,2010-10-06T11:54:00Z,AZ,4,2.0,0,0,400000.0,34.9976,-111.877,35.4866,-111.779,32.02,800,1,1,5,0,0,0,False,2010-10-06 11:00:00+00:00,20101006 11:00:00+00:00,20101006.11,NLDAS_FORA0125_H.A20101006.1100.002.grb.SUB.nc4
1093,2010,10,6,2010-10-06,07:50:00,America/Chicago,2010-10-06T12:50:00Z,AZ,4,2.0,0,0,,34.9824,-111.927,35.2455,-111.861,18.55,500,1,1,5,0,0,0,False,2010-10-06 12:00:00+00:00,20101006 12:00:00+00:00,20101006.12,NLDAS_FORA0125_H.A20101006.1200.002.grb.SUB.nc4
1094,2010,10,6,2010-10-06,10:10:00,America/Chicago,2010-10-06T15:10:00Z,AZ,4,2.0,0,0,,34.981,-111.876,35.0205,-111.867,2.77,200,1,1,5,0,0,0,False,2010-10-06 15:00:00+00:00,20101006 15:00:00+00:00,20101006.15,NLDAS_FORA0125_H.A20101006.1500.002.grb.SUB.nc4
1096,2010,10,6,2010-10-06,13:05:00,America/Chicago,2010-10-06T18:05:00Z,AZ,4,3.0,0,0,200000.0,35.9342,-111.001,35.9342,-111.001,0.01,1100,1,1,5,0,0,0,False,2010-10-06 18:00:00+00:00,20101006 18:00:00+00:00,20101006.18,NLDAS_FORA0125_H.A20101006.1800.002.grb.SUB.nc4
1097,2010,10,6,2010-10-06,13:05:00,America/Chicago,2010-10-06T18:05:00Z,AZ,4,0.0,0,0,,34.9404,-111.665,35.1735,-111.566,17.05,200,1,1,5,0,0,0,False,2010-10-06 18:00:00+00:00,20101006 18:00:00+00:00,20101006.18,NLDAS_FORA0125_H.A20101006.1800.002.grb.SUB.nc4
1099,2010,10,7,2010-10-07,17:20:00,America/Chicago,2010-10-07T22:20:00Z,ID,16,0.0,0,0,25000.0,46.13,-116.42,46.13,-116.42,1.0,5,1,1,49,0,0,0,False,2010-10-07 22:00:00+00:00,20101007 22:00:00+00:00,20101007.22,NLDAS_FORA0125_H.A20101007.2200.002.grb.SUB.nc4
1100,2010,10,7,2010-10-07,17:41:00,America/Chicago,2010-10-07T22:41:00Z,ID,16,0.0,0,0,,46.1896,-116.36,46.185,-116.365,0.39,30,1,1,61,0,0,0,False,2010-10-07 22:00:00+00:00,20101007 22:00:00+00:00,20101007.22,NLDAS_FORA0125_H.A20101007.2200.002.grb.SUB.nc4
1200,2010,11,17,2010-11-17,00:35:00,America/Chicago,2010-11-17T06:35:00Z,MD,24,1.0,3,0,250000.0,39.3665,-76.5705,39.3772,-76.5601,0.43,250,1,1,510,5,0,0,False,2010-11-17 06:00:00+00:00,20101117 06:00:00+00:00,20101117.06,NLDAS_FORA0125_H.A20101117.0600.002.grb.SUB.nc4
1201,2010,11,17,2010-11-17,01:30:00,America/Chicago,2010-11-17T07:30:00Z,PA,42,1.0,0,0,75000.0,41.46,-75.56,41.48,-75.54,1.73,150,1,1,69,0,0,0,False,2010-11-17 07:00:00+00:00,20101117 07:00:00+00:00,20101117.07,NLDAS_FORA0125_H.A20101117.0700.002.grb.SUB.nc4
1203,2010,11,22,2010-11-22,15:00:00,America/Chicago,2010-11-22T21:00:00Z,IL,17,2.0,6,0,5000000.0,42.3307,-88.97,42.4446,-88.6507,18.1,200,1,1,201,0,0,0,False,2010-11-22 21:00:00+00:00,20101122 21:00:00+00:00,20101122.21,NLDAS_FORA0125_H.A20101122.2100.002.grb.SUB.nc4
1204,2010,11,22,2010-11-22,15:31:00,America/Chicago,2010-11-22T21:31:00Z,IL,17,1.0,0,0,1000000.0,42.4932,-88.5704,42.5346,-88.4797,5.45,100,2,0,0,0,0,0,False,2010-11-22 21:00:00+00:00,20101122 21:00:00+00:00,20101122.21,NLDAS_FORA0125_H.A20101122.2100.002.grb.SUB.nc4
1205,2010,11,22,2010-11-22,16:01:00,America/Chicago,2010-11-22T22:01:00Z,WI,55,0.0,0,0,2000.0,42.6625,-88.0884,42.67,-88.0745,0.87,125,1,1,59,0,0,0,False,2010-11-22 22:00:00+00:00,20101122 22:00:00+00:00,20101122.22,NLDAS_FORA0125_H.A20101122.2200.002.grb.SUB.nc4
1206,2010,11,22,2010-11-22,16:02:00,America/Chicago,2010-11-22T22:02:00Z,WI,55,1.0,2,0,2000000.0,42.67,-88.0745,42.7559,-87.9023,10.57,150,1,1,101,0,0,0,False,2010-11-22 22:00:00+00:00,20101122 22:00:00+00:00,20101122.22,NLDAS_FORA0125_H.A20101122.2200.002.grb.SUB.nc4
1208,2010,11,23,2010-11-23,11:35:00,America/Chicago,2010-11-23T17:35:00Z,MS,28,1.0,0,0,200000.0,31.9935,-89.7217,31.9874,-89.6872,2.06,75,1,1,127,0,0,0,False,2010-11-23 17:00:00+00:00,20101123 17:00:00+00:00,20101123.17,NLDAS_FORA0125_H.A20101123.1700.002.grb.SUB.nc4
1211,2010,11,24,2010-11-24,19:11:00,America/Chicago,2010-11-25T01:11:00Z,MO,29,1.0,0,0,75000.0,37.4469,-93.3615,37.452,-93.3474,0.85,200,1,1,167,0,0,0,False,2010-11-25 01:00:00+00:00,20101125 01:00:00+00:00,20101125.01,NLDAS_FORA0125_H.A20101125.0100.002.grb.SUB.nc4
1213,2010,11,25,2010-11-25,22:45:00,America/Chicago,2010-11-26T04:45:00Z,LA,22,0.0,0,0,150000.0,30.1957,-92.6604,30.23,-92.6361,2.78,75,1,1,53,0,0,0,False,2010-11-26 04:00:00+00:00,20101126 04:00:00+00:00,20101126.04,NLDAS_FORA0125_H.A20101126.0400.002.grb.SUB.nc4
1214,2010,11,25,2010-11-25,23:00:00,America/Chicago,2010-11-26T05:00:00Z,LA,22,0.0,0,0,10000.0,30.2729,-92.5989,30.2768,-92.5955,0.34,25,1,1,1,0,0,0,False,2010-11-26 05:00:00+00:00,20101126 05:00:00+00:00,20101126.05,NLDAS_FORA0125_H.A20101126.0500.002.grb.SUB.nc4
1215,2010,11,25,2010-11-25,23:13:00,America/Chicago,2010-11-26T05:13:00Z,LA,22,1.0,0,0,125000.0,30.3016,-92.5126,30.3205,-92.4795,2.37,100,1,1,1,0,0,0,False,2010-11-26 05:00:00+00:00,20101126 05:00:00+00:00,20101126.05,NLDAS_FORA0125_H.A20101126.0500.002.grb.SUB.nc4
1216,2010,11,25,2010-11-25,23:30:00,America/Chicago,2010-11-26T05:30:00Z,LA,22,1.0,0,0,75000.0,30.3897,-92.3996,30.4354,-92.3347,4.99,50,1,1,1,0,0,0,False,2010-11-26 05:00:00+00:00,20101126 05:00:00+00:00,20101126.05,NLDAS_FORA0125_H.A20101126.0500.002.grb.SUB.nc4
1217,2010,11,25,2010-11-25,23:45:00,America/Chicago,2010-11-26T05:45:00Z,LA,22,1.0,0,0,100000.0,30.4439,-92.3238,30.4668,-92.267,3.74,200,1,1,1,0,0,0,False,2010-11-26 05:00:00+00:00,20101126 05:00:00+00:00,20101126.05,NLDAS_FORA0125_H.A20101126.0500.002.grb.SUB.nc4
1218,2010,11,25,2010-11-25,23:57:00,America/Chicago,2010-11-26T05:57:00Z,LA,22,1.0,0,0,150000.0,30.4768,-92.2252,30.4997,-92.1889,2.68,200,1,1,97,0,0,0,False,2010-11-26 05:00:00+00:00,20101126 05:00:00+00:00,20101126.05,NLDAS_FORA0125_H.A20101126.0500.002.grb.SUB.nc4
1220,2010,11,29,2010-11-29,15:12:00,America/Chicago,2010-11-29T21:12:00Z,LA,22,4.0,0,0,750000.0,31.7947,-92.808,31.9479,-92.6528,13.96,400,1,1,127,0,0,0,False,2010-11-29 21:00:00+00:00,20101129 21:00:00+00:00,20101129.21,NLDAS_FORA0125_H.A20101129.2100.002.grb.SUB.nc4
1223,2010,11,29,2010-11-29,19:19:00,America/Chicago,2010-11-30T01:19:00Z,MS,28,1.0,0,0,,32.8764,-90.7433,32.9108,-90.697,3.58,100,1,1,125,0,0,0,False,2010-11-30 01:00:00+00:00,20101130 01:00:00+00:00,20101130.01,NLDAS_FORA0125_H.A20101130.0100.002.grb.SUB.nc4
1224,2010,11,29,2010-11-29,19:25:00,America/Chicago,2010-11-30T01:25:00Z,MS,28,0.0,0,0,85000.0,32.6586,-90.8576,32.6693,-90.842,1.18,50,1,1,55,125,0,0,False,2010-11-30 01:00:00+00:00,20101130 01:00:00+00:00,20101130.01,NLDAS_FORA0125_H.A20101130.0100.002.grb.SUB.nc4
1225,2010,11,29,2010-11-29,19:46:00,America/Chicago,2010-11-30T01:46:00Z,MS,28,2.0,0,0,700000.0,32.7151,-90.6259,32.8168,-90.4649,11.7,200,1,1,163,0,0,0,False,2010-11-30 01:00:00+00:00,20101130 01:00:00+00:00,20101130.01,NLDAS_FORA0125_H.A20101130.0100.002.grb.SUB.nc4
