mag,len,wid,TMP,SPFH,PRES,UGRD,VGRD,DLWRF,CAPE,PEVAP,APCP,DSWRF,yr
3.0,9.68,150,310.44,0.011086,92253.88,-2.77,2.98,443.17,491.264,1.0609,0.0,777.489,2012
0.0,5.32,50,310.24,0.012201,92245.86,-2.74,3.92,442.9,1198.208,1.027,0.0,794.547,2012
0.0,0.24,33,310.15,0.012446,92154.83,-1.67,3.77,450.43,1448.0,0.8696,0.0,629.521,2012
0.0,5.94,75,309.4,0.013312,92232.32,-0.87,4.29,451.38,1782.976,1.0395,0.0,864.539,2012
0.0,0.62,50,308.64,0.011232,92028.35,-3.46,4.63,432.49,612.544,0.8991,0.0,447.986,2012
0.0,5.81,100,305.33005,0.0115723,92112.41,-3.31,-0.03,445.78,394.816,0.7224,0.0,378.981,2012
1.0,1.32,100,300.3,0.0128,92934.28,-2.09,3.0,382.1,136.576,0.1646,0.0,0.0,2012
1.0,2.77,200,298.23,0.0134077,92901.68,-1.43,2.04,412.03,489.664,0.2471,0.0,122.464,2012
0.0,1.71,55,299.78,0.0134428,93170.4,-4.75,2.88,420.99,70.4,0.5359,0.0,622.005,2012
0.0,1.75,75,309.09003,0.0110226,92583.8,-1.75,4.15,440.57,322.048,0.9294,0.0,909.83,2012
0.0,0.27,100,299.34,0.010644,92291.19,-1.41,4.43,358.69,214.4,0.131,0.0,0.0,2012
1.0,1.52,60,303.2,0.008838301,92418.06,-2.6,4.55,366.37,18.432,0.2543,0.0,0.0,2012
0.0,1.0,30,307.06,0.0115016,92408.34,-1.16,-2.83,426.5,630.912,0.8549,0.0,701.896,2012
0.0,0.25,10,307.85004,0.0118968,92353.2,-0.49,4.72,417.1,864.064,0.8878,0.0,797.795,2012
0.0,4.77,200,311.35,0.0089324,92049.22,-1.55,2.42,433.89,42.304,1.1461,0.0,854.807,2012
0.0,0.15,25,311.35,0.0089324,92049.22,-1.55,2.42,433.89,42.304,1.1461,0.0,854.807,2012
0.0,0.35,75,311.35,0.0089324,92049.22,-1.55,2.42,433.89,42.304,1.1461,0.0,854.807,2012
0.0,0.17,30,309.67,0.0101421,92269.3,-0.64,2.99,437.58,176.576,1.1461,0.0,933.835,2012
2.0,1.0,150,309.67,0.0101421,92269.3,-0.64,2.99,437.58,176.576,1.1461,0.0,933.835,2012
0.0,1.86,15,309.94,0.0091332,92293.78,-3.86,2.1,432.54,1.664,0.9817,0.0,705.499,2012
0.0,0.13,10,308.08005,0.0078765,92278.96,-4.98,1.99,412.71,0.0,1.1634,0.0,858.859,2012
0.0,2.14,75,308.08005,0.0078765,92278.96,-4.98,1.99,412.71,0.0,1.1634,0.0,858.859,2012
0.0,0.46,30,306.2,0.0080617,92808.68,-3.52,3.11,411.91,0.0,0.8946,0.0,893.913,2012
0.0,0.01,10,303.89,0.0110953,92478.04,-2.71,2.98,391.98,26.368,0.2708,0.0,0.0,2012
0.0,0.03,50,303.89,0.0110953,92478.04,-2.71,2.98,391.98,26.368,0.2708,0.0,0.0,2012
0.0,0.01,25,310.03003,0.0096503,92403.43,-1.21,1.84,410.02,86.144,0.9201,0.0,816.791,2012
0.0,0.14,50,310.03003,0.0096503,92403.43,-1.21,1.84,410.02,86.144,0.9201,0.0,816.791,2012
0.0,2.61,50,313.14,0.0087149,92051.86,-0.99,3.4,438.01,32.128,1.2186,0.0,876.594,2012
1.0,1.01,250,312.14,0.0067094,92088.82,-2.79,4.7,413.11,0.0,1.2754,0.0,885.588,2012
0.0,1.0,50,311.99,0.0082592,91944.47,-3.13,4.9,431.87,7.168,1.0612,0.0,720.969,2012
0.0,1.25,50,310.23,0.0095707,92394.86,-1.78,4.67,436.78,0.0,0.9488,0.0,904.288,2012
0.0,0.5,50,310.23,0.0095707,92394.86,-1.78,4.67,436.78,0.0,0.9488,0.0,904.288,2012
0.0,0.5,50,302.58,0.0092298,92070.84,-1.3,4.41,368.13,0.064,0.2198,0.0,0.0,2012
0.0,0.5,50,312.47003,0.008161,92108.0,-0.38,2.7,443.25,0.576,1.263,0.0,950.468,2012
0.0,0.19,25,312.47003,0.008161,92108.0,-0.38,2.7,443.25,0.576,1.263,0.0,950.468,2012
0.0,0.05,25,312.47003,0.008161,92108.0,-0.38,2.7,443.25,0.576,1.263,0.0,950.468,2012
0.0,2.12,75,312.47003,0.008161,92108.0,-0.38,2.7,443.25,0.576,1.263,0.0,950.468,2012
0.0,0.03,25,312.47003,0.008161,92108.0,-0.38,2.7,443.25,0.576,1.263,0.0,950.468,2012
1.0,0.25,50,312.47003,0.008161,92108.0,-0.38,2.7,443.25,0.576,1.263,0.0,950.468,2012
1.0,9.92,440,307.35,0.0095949,92187.78,0.14,3.54,415.72,0.32,0.9266,0.0,684.237,2012
0.0,1.24,50,311.75,0.0085554,92131.2,-0.5,0.96,437.15,8.448,1.1672,0.0,875.557,2012
0.0,1.66,50,308.9,0.0097895,92345.34,-1.8,4.36,429.81,149.312,1.1412,0.0,933.152,2012
0.0,0.01,5,308.9,0.0097895,92345.34,-1.8,4.36,429.81,149.312,1.1412,0.0,933.152,2012
0.0,2.86,30,309.1,0.0092923,92208.42,-3.18,5.54,397.06,20.032,0.9926,0.0,305.856,2012
1.0,0.28,10,306.24,0.0103866,92132.88,-3.13,5.83,397.52,73.344,0.4535,0.0,138.552,2012
0.0,0.13,10,306.24,0.0103866,92132.88,-3.13,5.83,397.52,73.344,0.4535,0.0,138.552,2012
1.0,1.29,350,306.24,0.0103866,92132.88,-3.13,5.83,397.52,73.344,0.4535,0.0,138.552,2012
1.0,1.39,30,307.25,0.0091668,91992.6,-2.45,4.79,394.87,196.992,0.4236,0.0,118.88,2012
0.0,0.05,10,307.96,0.0101055,92291.24,-0.81,5.82,433.16,396.608,1.2113,0.0,915.434,2012
0.0,0.01,10,307.96,0.0101055,92291.24,-0.81,5.82,433.16,396.608,1.2113,0.0,915.434,2012
0.0,16.2,30,307.96,0.0101055,92291.24,-0.81,5.82,433.16,396.608,1.2113,0.0,915.434,2012
0.0,1.2,30,309.43,0.0113369,92227.32,-2.24,6.67,440.53,1393.92,1.2289,0.0,902.499,2012
0.0,0.01,20,309.43,0.0113369,92227.32,-2.24,6.67,440.53,1393.92,1.2289,0.0,902.499,2012
1.0,5.31,100,309.43,0.0113369,92227.32,-2.24,6.67,440.53,1393.92,1.2289,0.0,902.499,2012
1.0,0.74,75,309.43,0.0113369,92227.32,-2.24,6.67,440.53,1393.92,1.2289,0.0,902.499,2012
1.0,0.37,75,313.21,0.0068475,91498.52,0.02,4.07,403.62,1215.104,1.0074,0.0,287.744,2012
2.0,6.22,150,308.58,0.0115893,92383.65,-6.53,1.99,440.72,1965.312,0.9479,0.0,449.63,2012
1.0,3.02,50,306.33005,0.0117847,92827.12,-7.0,-1.36,443.37,1184.256,0.9749,0.0,861.486,2012
0.0,3.71,100,312.12,0.0080775,91635.56,-0.34,6.55,416.52,1170.176,0.4479,0.0,108.88,2012
0.0,1.17,25,312.12,0.0080775,91635.56,-0.34,6.55,416.52,1170.176,0.4479,0.0,108.88,2012
0.0,0.1,10,314.42,0.0074348,91641.3,0.34,6.33,432.99,1077.504,1.0374,0.0,449.6,2012
0.0,1.42,50,315.12,0.007898,91704.78,0.55,5.85,432.99,634.112,1.2742,0.0,801.879,2012
0.0,0.47,75,315.12,0.007898,91704.78,0.55,5.85,432.99,634.112,1.2742,0.0,801.879,2012
1.0,2.87,150,315.12,0.007898,91704.78,0.55,5.85,432.99,634.112,1.2742,0.0,801.879,2012
0.0,0.9,20,315.12,0.007898,91704.78,0.55,5.85,432.99,634.112,1.2742,0.0,801.879,2012
0.0,0.56,50,311.73,0.0110923,91939.0,0.41,6.24,440.36,1499.52,0.9741,0.0,869.325,2012
1.0,4.81,300,311.73,0.0110923,91939.0,0.41,6.24,440.36,1499.52,0.9741,0.0,869.325,2012
0.0,0.9,50,311.73,0.0110923,91939.0,0.41,6.24,440.36,1499.52,0.9741,0.0,869.325,2012
0.0,0.15,75,311.73,0.0110923,91939.0,0.41,6.24,440.36,1499.52,0.9741,0.0,869.325,2012
1.0,1.2,300,306.56003,0.0107294,91772.91,-1.01,3.45,393.14,537.856,0.4048,0.0,0.0,2012
0.0,3.0,150,309.36,0.0119368,91884.88,0.4,5.48,445.07,1070.464,1.1241,0.0,878.337,2012
0.0,6.62,100,311.71,0.0110309,91758.96,-0.52,6.56,454.46,1241.6,1.2515,0.0,811.436,2012
0.0,1.78,100,311.71,0.0110309,91758.96,-0.52,6.56,454.46,1241.6,1.2515,0.0,811.436,2012
0.0,0.73,75,306.93,0.0099459,91922.3,-2.16,5.9,398.42,343.552,0.4555,0.0,0.0,2012
0.0,0.54,10,310.01,0.0098498,91871.6,-2.37,7.22,398.41,463.744,1.0385,0.0,288.672,2012
0.0,1.25,75,310.01,0.0098498,91871.6,-2.37,7.22,398.41,463.744,1.0385,0.0,288.672,2012
0.0,1.06,200,310.96,0.010145,91968.12,-1.42,6.38,433.87,738.176,1.2467,0.0,843.924,2012
0.0,1.5,25,304.62003,0.0139633,92196.76,-1.49,7.46,413.27,1550.592,0.9599,0.0,657.457,2012
0.0,6.07,40,310.63,0.0096513,91900.1,-1.84,6.14,435.5,1120.256,1.0161,0.0,485.431,2012
0.0,0.11,15,310.63,0.0096513,91900.1,-1.84,6.14,435.5,1120.256,1.0161,0.0,485.431,2012
1.0,2.78,300,310.63,0.0096513,91900.1,-1.84,6.14,435.5,1120.256,1.0161,0.0,485.431,2012
0.0,1.05,100,307.65,0.0109469,91951.94,-1.76,6.26,402.81,1003.328,0.4432,0.0,131.552,2012
0.0,0.1,50,309.37,0.0109408,91976.12,-1.44,6.32,434.48,1095.296,0.9922,0.0,485.238,2012
0.0,0.1,50,310.09,0.0111197,92057.64,-0.89,5.8,434.48,1119.104,1.1762,0.0,843.534,2012
0.0,0.1,50,307.34003,0.0127548,92444.79,-0.03,7.44,438.45,1371.776,0.9061,0.0,882.472,2012
0.0,0.25,50,303.49,0.0143826,92371.9,-0.72,7.63,411.52,1650.24,0.9061,0.0,658.114,2012
2.0,7.49,880,301.56,0.0151964,92335.26,-1.07,7.72,411.53,1789.504,0.3078,0.0,477.054,2012
0.0,0.1,50,298.29,0.0150349,92346.12,-1.56,6.34,368.32,1538.24,0.3078,0.0,169.056,2012
0.0,0.12,20,304.25,0.0133365,92001.9,-1.57,8.3,406.22,1410.496,0.9408,0.0,660.989,2012
1.0,2.5,200,314.33005,0.007834,91515.8,0.81,6.15,436.08,745.728,1.0667,0.0,488.925,2012
0.0,0.58,100,314.33005,0.007834,91515.8,0.81,6.15,436.08,745.728,1.0667,0.0,488.925,2012
0.0,0.46,30,314.33005,0.007834,91515.8,0.81,6.15,436.08,745.728,1.0667,0.0,488.925,2012
0.0,0.51,25,314.33005,0.007834,91515.8,0.81,6.15,436.08,745.728,1.0667,0.0,488.925,2012
1.0,8.23,150,306.39,0.0138503,91700.18,1.15,7.43,413.84,2406.08,0.9656,0.0,665.335,2012
0.0,1.49,100,312.44,0.0082423,91342.94,-0.3,4.54,398.17,950.4,0.3874,0.0,133.184,2012
1.0,2.05,120,311.07,0.0103494,91664.7,-2.0,6.38,430.25,953.088,1.0129,0.0,487.238,2012
0.0,0.16,150,311.07,0.0103494,91664.7,-2.0,6.38,430.25,953.088,1.0129,0.0,487.238,2012
1.0,0.26,100,309.84003,0.0100236,92076.01,-2.59,1.62,433.24,250.24,0.9718,0.0,674.081,2012
1.0,2.56,800,307.09,0.0122115,92340.4,-1.37,0.21,440.11,558.144,0.7453,0.0,883.679,2012
1.0,1.24,150,306.99,0.011505,91766.22,-4.9,2.8,432.46,159.104,1.1354,0.0,912.624,2012
1.0,0.52,75,309.31,0.0124169,91858.82,-4.64,1.13,440.03,970.496,1.0804,0.0,835.228,2012
1.0,2.49,100,309.31,0.0124169,91858.82,-4.64,1.13,440.03,970.496,1.0804,0.0,835.228,2012
0.0,1.0,20,309.31,0.0124169,91858.82,-4.64,1.13,440.03,970.496,1.0804,0.0,835.228,2012
0.0,0.13,20,307.45,0.013645,92051.74,-3.91,2.17,445.36,1294.912,1.0804,0.0,911.187,2012
0.0,0.5,50,307.45,0.013645,92051.74,-3.91,2.17,445.36,1294.912,1.0804,0.0,911.187,2012
0.0,0.08,30,307.45,0.013645,92051.74,-3.91,2.17,445.36,1294.912,1.0804,0.0,911.187,2012
0.0,3.2,100,309.65,0.0126458,92016.0,-4.17,0.43,470.15,1389.76,1.0177,0.4496,650.142,2012
0.0,0.83,30,309.65,0.0126458,92016.0,-4.17,0.43,470.15,1389.76,1.0177,0.4496,650.142,2012
0.0,0.04,20,307.37003,0.0132299,92215.72,-1.56,1.35,460.02,1277.696,0.7917,0.0,770.254,2012
1.0,0.43,40,307.37003,0.0132299,92215.72,-1.56,1.35,460.02,1277.696,0.7917,0.0,770.254,2012
2.0,0.77,40,307.37003,0.0132299,92215.72,-1.56,1.35,460.02,1277.696,0.7917,0.0,770.254,2012
1.0,1.4,100,307.93005,0.011103,91477.7,-2.21,7.32,443.7,232.96,0.8986,0.0,198.288,2012
0.0,0.01,50,307.93005,0.011103,91477.7,-2.21,7.32,443.7,232.96,0.8986,0.0,198.288,2012
0.0,1.44,60,308.48,0.010782,91838.7,-2.2,7.67,427.28,158.336,1.2298,0.0,835.654,2012
0.0,0.03,50,305.93,0.0099339,91741.76,-3.23,7.31,388.69,104.704,0.4293,0.0,123.472,2012
0.0,0.29,10,305.93,0.0099339,91741.76,-3.23,7.31,388.69,104.704,0.4293,0.0,123.472,2012
0.0,4.05,25,305.93,0.0099339,91741.76,-3.23,7.31,388.69,104.704,0.4293,0.0,123.472,2012
0.0,1.88,20,308.38,0.0096911,92134.3,-3.53,4.11,431.45,691.84,0.9743,0.0,473.813,2012
0.0,0.33,170,308.38,0.0096911,92134.3,-3.53,4.11,431.45,691.84,0.9743,0.0,473.813,2012
0.0,0.02,35,311.32,0.0108769,91821.9,-4.32,6.68,438.83,1366.528,1.0477,0.0,668.66,2012
0.0,0.65,100,313.96,0.0070878,91498.49,-0.23,1.96,429.97,351.104,1.2497,0.0,845.958,2012
0.0,0.09,20,306.81003,0.0049814,91826.14,-1.07,8.58,350.52,40.896,0.9822,0.0,212.72,2012
0.0,4.98,300,298.52005,0.0033919,92114.46,1.48,-0.27,311.86,0.0,0.1747,0.0,0.0,2012
1.0,3.95,100,300.51,0.0036481,92401.72,4.34,-1.18,325.86,0.0,0.9547,0.0,857.821,2012
0.0,0.3,75,299.12,0.0063323,91702.74,-0.42,4.64,367.09,34.176,0.141,0.0,0.0,2012
1.0,6.07,40,299.12,0.0063323,91702.74,-0.42,4.64,367.09,34.176,0.141,0.0,0.0,2012
0.0,0.05,90,299.12,0.0063323,91702.74,-0.42,4.64,367.09,34.176,0.141,0.0,0.0,2012
0.0,0.06,20,305.04,0.0051493,91605.24,0.24,6.09,359.92,47.552,0.2824,0.0,59.792,2012
0.0,1.3,50,305.04,0.0051493,91605.24,0.24,6.09,359.92,47.552,0.2824,0.0,59.792,2012
0.0,1.1,20,305.04,0.0051493,91605.24,0.24,6.09,359.92,47.552,0.2824,0.0,59.792,2012
0.0,0.94,50,305.04,0.0051493,91605.24,0.24,6.09,359.92,47.552,0.2824,0.0,59.792,2012
0.0,1.0,20,305.04,0.0051493,91605.24,0.24,6.09,359.92,47.552,0.2824,0.0,59.792,2012
0.0,1.0,20,307.05,0.004518,91646.46,0.53,7.04,359.92,13.696,0.9306,0.0,217.6,2012
0.0,0.1,25,307.05,0.004518,91646.46,0.53,7.04,359.92,13.696,0.9306,0.0,217.6,2012
0.0,0.21,35,307.05,0.004518,91646.46,0.53,7.04,359.92,13.696,0.9306,0.0,217.6,2012
2.0,0.72,75,307.05,0.004518,91646.46,0.53,7.04,359.92,13.696,0.9306,0.0,217.6,2012
0.0,0.01,20,307.91,0.0047815,91763.46,2.07,6.21,383.83,22.528,0.9306,0.0,569.25,2013
0.0,0.18,25,307.91,0.0047815,91763.46,2.07,6.21,383.83,22.528,0.9306,0.0,569.25,2013
1.0,5.93,200,307.91,0.0047815,91763.46,2.07,6.21,383.83,22.528,0.9306,0.0,569.25,2013
1.0,7.12,150,307.91,0.0047815,91763.46,2.07,6.21,383.83,22.528,0.9306,0.0,569.25,2013
0.0,2.48,75,307.91,0.0047815,91763.46,2.07,6.21,383.83,22.528,0.9306,0.0,569.25,2013
1.0,7.89,150,307.91,0.0047815,91763.46,2.07,6.21,383.83,22.528,0.9306,0.0,569.25,2013
0.0,0.82,75,307.62,0.0061249,91893.84,2.6,5.91,391.52,173.44,1.2064,0.0,915.479,2013
0.0,1.39,30,307.62,0.0061249,91893.84,2.6,5.91,391.52,173.44,1.2064,0.0,915.479,2013
1.0,4.16,150,307.62,0.0061249,91893.84,2.6,5.91,391.52,173.44,1.2064,0.0,915.479,2013
1.0,0.22,50,307.62,0.0061249,91893.84,2.6,5.91,391.52,173.44,1.2064,0.0,915.479,2013
1.0,5.7,75,306.54,0.0050353,91558.52,1.15,5.6,367.49,63.424,0.8957,0.0,599.186,2013
1.0,1.5,200,306.54,0.0050353,91558.52,1.15,5.6,367.49,63.424,0.8957,0.0,599.186,2013
1.0,7.62,200,306.83,0.005223,91599.12,1.1,5.31,367.49,1.408,1.0979,0.0,774.881,2013
1.0,8.26,200,313.65,0.0075968,91590.94,-0.33,4.98,430.67,357.056,1.0294,0.0,447.478,2013
0.0,0.22,70,313.65,0.0075968,91590.94,-0.33,4.98,430.67,357.056,1.0294,0.0,447.478,2013
1.0,2.15,225,313.65,0.0075968,91590.94,-0.33,4.98,430.67,357.056,1.0294,0.0,447.478,2013
0.0,0.98,40,314.31,0.0078469,91579.66,-0.37,4.39,430.67,395.072,1.2491,0.0,807.688,2013
1.0,0.45,40,314.31,0.0078469,91579.66,-0.37,4.39,430.67,395.072,1.2491,0.0,807.688,2013
1.0,0.58,50,314.31,0.0078469,91579.66,-0.37,4.39,430.67,395.072,1.2491,0.0,807.688,2013
0.0,0.3,30,313.92,0.0052969004,91363.1,1.55,5.38,409.32,46.976,1.0528,0.0,449.714,2013
0.0,0.14,50,313.92,0.0052969004,91363.1,1.55,5.38,409.32,46.976,1.0528,0.0,449.714,2013
2.0,15.27,300,313.92,0.0052969004,91363.1,1.55,5.38,409.32,46.976,1.0528,0.0,449.714,2013
0.0,4.46,100,306.69,0.0102436,91565.16,1.04,4.48,389.13,468.672,0.9643,0.0,729.431,2013
0.0,4.71,100,312.18,0.0044975,91376.78,2.02,3.58,370.77,0.0,0.9873,0.0,257.552,2013
2.0,6.64,264,312.6,0.0048507,91324.74,1.87,3.65,398.88,0.96,0.9873,0.0,640.383,2013
1.0,1.17,100,312.08,0.0058266,91404.04,1.76,3.69,407.72,32.384,1.25,0.0,937.962,2013
1.0,5.89,400,312.09,0.007383,91401.24,-2.01,5.17,421.42,248.832,1.0259,0.0,445.066,2013
4.0,24.7,2600,312.09,0.007383,91401.24,-2.01,5.17,421.42,248.832,1.0259,0.0,445.066,2013
1.0,6.47,800,312.09,0.007383,91401.24,-2.01,5.17,421.42,248.832,1.0259,0.0,445.066,2013
1.0,1.11,100,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
0.0,1.28,50,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
0.0,0.34,50,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
1.0,5.45,200,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
0.0,0.71,100,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
0.0,0.25,30,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
0.0,3.98,50,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
0.0,2.6,50,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
1.0,0.37,50,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
1.0,0.16,150,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
2.0,19.68,440,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
1.0,0.15,25,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
3.0,14.25,600,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
2.0,9.48,150,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
0.0,4.52,75,312.34,0.0075854,91399.3,-1.81,4.97,421.42,299.392,1.0259,0.0,633.242,2013
2.0,5.94,150,311.73,0.0083119,91515.86,-1.56,5.34,426.9,416.064,1.2418,0.0,927.665,2013
1.0,5.52,100,311.73,0.0083119,91515.86,-1.56,5.34,426.9,416.064,1.2418,0.0,927.665,2013
2.0,7.86,300,311.73,0.0083119,91515.86,-1.56,5.34,426.9,416.064,1.2418,0.0,927.665,2013
2.0,12.73,75,310.54,0.0062459,91351.34,-2.31,6.06,384.32,12.416,1.0035,0.0,251.952,2013
2.0,4.14,100,311.92004,0.0064662,91609.12,-2.02,6.09,408.26,21.632,1.2411,0.0,771.959,2013
2.0,11.99,1200,311.92004,0.0064662,91609.12,-2.02,6.09,408.26,21.632,1.2411,0.0,771.959,2013
2.0,10.28,225,310.22,0.0077661,91708.4,-0.79,6.38,420.37,126.784,1.2411,0.0,922.243,2013
1.0,3.89,50,310.22,0.0077661,91708.4,-0.79,6.38,420.37,126.784,1.2411,0.0,922.243,2013
1.0,1.78,40,310.76,0.0088967,91898.41,-0.87,1.27,428.82,643.904,1.1292,0.0,800.568,2013
1.0,10.24,100,308.87,0.0120122,92256.95,-1.6,4.41,431.66,1759.68,1.0759,0.0,794.853,2013
2.0,4.15,300,306.56,0.0117181,92134.06,-3.23,5.74,426.87,1718.784,1.1061,0.0,913.077,2013
0.0,0.25,50,304.05,0.0114926,91992.78,-3.03,6.66,412.47,1162.432,1.0869,0.0,963.42,2013
2.0,3.1,75,305.56,0.0107475,91898.86,-5.17,4.14,407.89,1191.36,0.9096,0.0,620.713,2013
2.0,9.23,900,295.64,0.0137518,91907.66,-1.12,4.79,369.72,1072.256,0.122,1.4632,7.624,2013
3.0,37.91,100,308.15002,0.0090823,91423.28,-2.36,5.74,401.77,2309.056,0.9332,0.0,230.112,2013
0.0,36.99,95,306.99005,0.0103147,91612.94,-0.8,5.41,434.28,1616.512,1.1848,0.0,964.862,2013
1.0,2.87,35,309.58,0.0061632,91285.52,-1.13,8.17,400.67,700.096,1.0346,0.0,433.169,2013
2.0,8.81,100,309.58,0.0061632,91285.52,-1.13,8.17,400.67,700.096,1.0346,0.0,433.169,2013
1.0,1.9,125,307.88,0.0084704,91934.78,-0.19,7.71,394.47,644.928,1.0976,0.0,856.609,2013
1.0,3.16,200,310.66,0.0059977,91759.98,-1.13,1.1,417.29,329.664,0.8754,0.1228,572.041,2013
0.0,0.29,150,310.00003,0.0078976,91940.66,0.02,1.49,422.91,684.928,1.2528,0.0,979.873,2013
3.0,8.23,200,310.00003,0.0078976,91940.66,0.02,1.49,422.91,684.928,1.2528,0.0,979.873,2013
1.0,2.14,150,310.00003,0.0078976,91940.66,0.02,1.49,422.91,684.928,1.2528,0.0,979.873,2013
1.0,0.85,80,310.00003,0.0078976,91940.66,0.02,1.49,422.91,684.928,1.2528,0.0,979.873,2013
2.0,11.11,440,310.00003,0.0078976,91940.66,0.02,1.49,422.91,684.928,1.2528,0.0,979.873,2013
1.0,0.76,75,306.65,0.0103757,91968.1,0.45,2.83,395.96,1187.904,0.9209,0.0,861.027,2013
0.0,0.57,25,306.28,0.0082421,91668.64,-0.29,3.82,384.47,641.344,0.2225,0.0,75.904,2013
2.0,0.36,200,306.28,0.0082421,91668.64,-0.29,3.82,384.47,641.344,0.2225,0.0,75.904,2013
1.0,3.22,200,306.28,0.0082421,91668.64,-0.29,3.82,384.47,641.344,0.2225,0.0,75.904,2013
0.0,0.6,50,306.28,0.0082421,91668.64,-0.29,3.82,384.47,641.344,0.2225,0.0,75.904,2013
0.0,0.1,30,306.28,0.0082421,91668.64,-0.29,3.82,384.47,641.344,0.2225,0.0,75.904,2013
0.0,1.48,150,300.12,0.0136633,92226.4,-0.57,7.07,409.71,2153.984,0.3106,0.0,456.062,2013
2.0,15.57,300,298.99,0.0118381,92000.8,-1.77,6.74,372.73,1869.632,0.1671,0.0,0.0,2013
1.0,0.76,75,309.13,0.008824,91924.16,0.95,3.03,430.63,1151.104,1.0833,0.0,820.49,2013
0.0,0.72,100,309.13,0.008824,91924.16,0.95,3.03,430.63,1151.104,1.0833,0.0,820.49,2013
2.0,18.13,400,303.75,0.0085388,91843.98,0.06,8.61,360.42,373.888,0.9879,0.0,863.398,2013
1.0,3.15,250,288.18,0.0039067,92193.7,-4.17,-3.69,302.58,0.0,0.5819,0.0,380.56,2013
0.0,0.03,10,289.02,0.0040299,92242.44,-3.35,-4.98,302.58,0.0,0.7457,0.0,719.77,2013
0.0,0.01,20,293.3,0.005669,91618.66,-8.13,-4.53,287.53,0.0,0.1044,0.0,0.0,2013
0.0,0.01,10,300.09,0.0033928,91319.8,-0.85,-1.23,327.2,0.0,0.1261,0.0,0.0,2013
0.0,0.81,30,300.09,0.0033928,91319.8,-0.85,-1.23,327.2,0.0,0.1261,0.0,0.0,2013
0.0,0.01,25,300.09,0.0033928,91319.8,-0.85,-1.23,327.2,0.0,0.1261,0.0,0.0,2013
0.0,0.01,20,304.98004,0.0027789,91140.28,4.72,-1.51,335.69,0.0,0.8407,0.0,162.832,2013
0.0,0.01,20,304.98004,0.0027789,91140.28,4.72,-1.51,335.69,0.0,0.8407,0.0,162.832,2013
0.0,0.01,10,305.85,0.0029371,91206.5,5.27,-1.33,360.16,0.0,0.8407,0.0,523.736,2013
1.0,0.01,20,305.85,0.0029371,91206.5,5.27,-1.33,360.16,0.0,0.8407,0.0,523.736,2013
0.0,0.01,20,294.13,0.0059205,92696.46,-2.2,-1.83,320.14,0.0,0.6531,0.0,770.801,2013
0.0,0.01,10,295.39,0.0045951,92533.92,0.06,-1.17,332.91,0.0,0.8526,0.0,824.636,2013
0.0,0.26,50,292.78003,0.0047321,92871.0,-1.08,-2.76,332.91,0.0,0.6266,0.0,851.169,2013
2.0,6.27,400,292.78003,0.0047321,92871.0,-1.08,-2.76,332.91,0.0,0.6266,0.0,851.169,2013
0.0,1.95,25,281.39005,0.005405,92721.28,-1.41,-2.75,257.62,0.0,0.1436,0.0,116.96,2013
1.0,0.95,30,299.72,0.0017819,92424.32,2.28,1.26,297.02,0.0,0.7417,0.0,410.655,2013
0.0,0.49,75,299.72,0.0017819,92424.32,2.28,1.26,297.02,0.0,0.7417,0.0,410.655,2013
1.0,10.62,150,300.22,0.0018896,92521.28,3.2799976,0.83,297.02,0.0,1.0173,0.0,766.093,2013
0.0,3.8,100,300.22,0.0018896,92521.28,3.2799976,0.83,297.02,0.0,1.0173,0.0,766.093,2013
2.0,4.21,220,300.22,0.0018896,92521.28,3.2799976,0.83,297.02,0.0,1.0173,0.0,766.093,2013
1.0,7.95,300,298.83,0.0020394,92569.9,2.6,1.77,298.68,0.0,1.0173,0.0,874.469,2013
2.0,5.95,350,298.83,0.0020394,92569.9,2.6,1.77,298.68,0.0,1.0173,0.0,874.469,2013
1.0,5.85,220,298.83,0.0020394,92569.9,2.6,1.77,298.68,0.0,1.0173,0.0,874.469,2013
0.0,0.01,10,293.32,0.002431,92791.38,-0.14,3.11,274.02,0.0,0.7476,0.0,825.741,2013
