mag,len,wid,TMP,SPFH,PRES,UGRD,VGRD,DLWRF,CAPE,PEVAP,APCP,DSWRF,yr
1.0,0.53,50,296.89,0.011468,91823.62,-0.89,5.34,352.46,1230.912,0.1428,0.0784,0.0,2016
0.0,0.01,20,303.17,0.0096851,91552.34,0.42,6.3,384.97,366.464,0.7828,0.012,188.896,2016
3.0,16.6,1500,303.17,0.0096851,91552.34,0.42,6.3,384.97,366.464,0.7828,0.012,188.896,2016
1.0,0.19,50,303.17,0.0096851,91552.34,0.42,6.3,384.97,366.464,0.7828,0.012,188.896,2016
3.0,13.8,3100,303.17,0.0096851,91552.34,0.42,6.3,384.97,366.464,0.7828,0.012,188.896,2016
0.0,0.02,25,303.98,0.0103454,91735.76,0.34,6.73,407.25,1070.976,0.7828,0.0,540.639,2016
0.0,1.5,20,303.98,0.0103454,91735.76,0.34,6.73,407.25,1070.976,0.7828,0.0,540.639,2016
0.0,0.46,30,303.98,0.0103454,91735.76,0.34,6.73,407.25,1070.976,0.7828,0.0,540.639,2016
1.0,2.04,390,303.98,0.0103454,91735.76,0.34,6.73,407.25,1070.976,0.7828,0.0,540.639,2016
1.0,2.7,200,303.98,0.0103454,91735.76,0.34,6.73,407.25,1070.976,0.7828,0.0,540.639,2016
0.0,1.42,25,303.98,0.0103454,91735.76,0.34,6.73,407.25,1070.976,0.7828,0.0,540.639,2016
2.0,7.42,200,297.8,0.011220001,92511.02,-6.96,-3.43,382.88,137.664,0.9031,0.0,963.073,2016
0.0,0.41,25,304.93,0.0150301,92030.28,-2.05,0.15,438.11,3618.432,0.9037,0.0008,886.118,2016
0.0,0.3,50,300.24,0.014664,91535.66,-2.56,5.43,375.26,2259.008,0.2872,0.0,0.0,2016
2.0,4.96,100,303.11,0.014181701,91570.7,-2.19,6.73,414.93,2149.312,0.2872,0.0,47.368,2016
0.0,2.02,10,303.11,0.014181701,91570.7,-2.19,6.73,414.93,2149.312,0.2872,0.0,47.368,2016
0.0,0.22,25,303.11,0.014181701,91570.7,-2.19,6.73,414.93,2149.312,0.2872,0.0,47.368,2016
0.0,0.07,10,303.11,0.014181701,91570.7,-2.19,6.73,414.93,2149.312,0.2872,0.0,47.368,2016
0.0,0.17,10,303.11,0.014181701,91570.7,-2.19,6.73,414.93,2149.312,0.2872,0.0,47.368,2016
0.0,0.84,10,304.83005,0.0138684,91697.66,-1.43,6.97,415.26,2260.672,0.7829,1.1904,603.587,2016
0.0,0.13,10,304.83005,0.0138684,91697.66,-1.43,6.97,415.26,2260.672,0.7829,1.1904,603.587,2016
0.0,0.07,10,304.83005,0.0138684,91697.66,-1.43,6.97,415.26,2260.672,0.7829,1.1904,603.587,2016
0.0,0.11,50,304.83005,0.0138684,91697.66,-1.43,6.97,415.26,2260.672,0.7829,1.1904,603.587,2016
0.0,0.4,200,304.83005,0.0138684,91697.66,-1.43,6.97,415.26,2260.672,0.7829,1.1904,603.587,2016
0.0,0.16,350,304.83005,0.0138684,91697.66,-1.43,6.97,415.26,2260.672,0.7829,1.1904,603.587,2016
0.0,0.25,20,304.83005,0.0138684,91697.66,-1.43,6.97,415.26,2260.672,0.7829,1.1904,603.587,2016
0.0,2.33,100,304.83005,0.0138684,91697.66,-1.43,6.97,415.26,2260.672,0.7829,1.1904,603.587,2016
1.0,8.12,440,304.17,0.013882,91837.12,-1.04,7.19,440.26,2210.432,0.8683,0.0,723.19,2016
0.0,12.64,500,304.17,0.013882,91837.12,-1.04,7.19,440.26,2210.432,0.8683,0.0,723.19,2016
1.0,0.36,200,304.17,0.013882,91837.12,-1.04,7.19,440.26,2210.432,0.8683,0.0,723.19,2016
1.0,4.1,300,302.57,0.0139816,92007.26,-0.84,8.04,440.26,1943.744,0.7804,1.1728,745.021,2016
0.0,0.1,50,302.57,0.0139816,92007.26,-0.84,8.04,440.26,1943.744,0.7804,1.1728,745.021,2016
0.0,0.58,25,301.74,0.0043583,92267.72,3.59,0.71,350.43,0.0,1.0491999,0.0,947.43,2016
0.0,0.3,75,295.63,0.0066876,91898.28,3.23,-1.81,312.91,0.0,0.128,0.0,0.0,2016
1.0,4.3,400,295.63,0.0066876,91898.28,3.23,-1.81,312.91,0.0,0.128,0.0,0.0,2016
0.0,0.7,100,295.63,0.0066876,91898.28,3.23,-1.81,312.91,0.0,0.128,0.0,0.0,2016
1.0,3.1,440,295.63,0.0066876,91898.28,3.23,-1.81,312.91,0.0,0.128,0.0,0.0,2016
1.0,2.4,200,295.63,0.0066876,91898.28,3.23,-1.81,312.91,0.0,0.128,0.0,0.0,2016
2.0,2.35,300,295.63,0.0066876,91898.28,3.23,-1.81,312.91,0.0,0.128,0.0,0.0,2016
1.0,20.7,250,295.63,0.0066876,91898.28,3.23,-1.81,312.91,0.0,0.128,0.0,0.0,2016
1.0,3.8,300,295.63,0.0066876,91898.28,3.23,-1.81,312.91,0.0,0.128,0.0,0.0,2016
1.0,2.7,100,297.84,0.0068707,91767.02,3.77,-1.13,325.46,0.512,0.128,0.0344,0.0,2016
0.0,0.01,25,297.84,0.0068707,91767.02,3.77,-1.13,325.46,0.512,0.128,0.0344,0.0,2016
0.0,4.18,25,297.84,0.0068707,91767.02,3.77,-1.13,325.46,0.512,0.128,0.0344,0.0,2016
0.0,1.46,50,297.84,0.0068707,91767.02,3.77,-1.13,325.46,0.512,0.128,0.0344,0.0,2016
0.0,0.02,25,297.84,0.0068707,91767.02,3.77,-1.13,325.46,0.512,0.128,0.0344,0.0,2016
0.0,2.31,50,297.84,0.0068707,91767.02,3.77,-1.13,325.46,0.512,0.128,0.0344,0.0,2016
0.0,0.3,135,300.6,0.0067417,91612.66,4.84,1.21,348.96,0.704,0.3097,0.2896,0.0,2016
0.0,1.4,150,303.89,0.0063007,91435.44,6.43,5.21,348.96,0.704,0.9365,0.0168,231.632,2016
1.0,0.79,120,303.89,0.0063007,91435.44,6.43,5.21,348.96,0.704,0.9365,0.0168,231.632,2016
0.0,0.21,50,303.89,0.0063007,91435.44,6.43,5.21,348.96,0.704,0.9365,0.0168,231.632,2016
0.0,0.5,50,304.75003,0.0068441,91397.36,6.13,5.01,371.25,11.328,0.9365,0.0004,623.79,2016
2.0,3.1,100,304.75003,0.0068441,91397.36,6.13,5.01,371.25,11.328,0.9365,0.0004,623.79,2016
2.0,2.22,400,304.75003,0.0068441,91397.36,6.13,5.01,371.25,11.328,0.9365,0.0004,623.79,2016
1.0,4.0,250,304.75003,0.0068441,91397.36,6.13,5.01,371.25,11.328,0.9365,0.0004,623.79,2016
1.0,2.25,100,304.56,0.0078664,91401.92,5.29,4.95,380.95,179.456,1.1153,0.0,926.823,2016
1.0,2.44,200,304.56,0.0078664,91401.92,5.29,4.95,380.95,179.456,1.1153,0.0,926.823,2016
0.0,0.53,300,303.31,0.0093681,91449.02,3.9,5.04,380.95,505.088,0.7523,0.0,955.137,2016
0.0,0.71,150,303.31,0.0093681,91449.02,3.9,5.04,380.95,505.088,0.7523,0.0,955.137,2016
1.0,2.32,100,303.31,0.0093681,91449.02,3.9,5.04,380.95,505.088,0.7523,0.0,955.137,2016
0.0,3.65,200,301.47,0.0111061,91506.38,2.78,5.52,377.52,1127.488,0.7523,0.0,829.669,2016
0.0,0.1,20,303.49,0.0084918,91560.8,-0.53,6.03,364.27,215.744,0.8103,0.0,227.728,2016
2.0,3.99,75,303.93,0.0086086,91686.14,1.21,4.51,381.85,215.04,0.8103,0.0,619.685,2016
0.0,0.04,20,302.46005,0.009388801,91906.46,2.49,4.27,382.69,332.224,0.9878,0.0,972.047,2016
0.0,1.19,25,302.46005,0.009388801,91906.46,2.49,4.27,382.69,332.224,0.9878,0.0,972.047,2016
0.0,0.24,25,296.56,0.0107159,92037.38,0.25,6.2,376.96,326.208,0.2313,0.0,485.495,2016
0.0,2.02,200,304.81,0.0082605,91814.28,0.36,7.28,378.5,940.608,0.8511,0.0,222.784,2016
0.0,2.34,50,300.22,0.0089562,92066.1,3.6,4.12,385.15,282.752,0.9183,0.0532,850.541,2016
1.0,1.5,440,292.09,0.0082067,92452.5,-4.04,-1.73,311.95,370.176,0.2166,0.0,310.007,2016
1.0,1.0,200,298.3,0.0038374,92023.34,-1.07,-0.93,289.18,0.0,0.1735,0.0,0.0,2016
0.0,0.95,30,298.3,0.0038374,92023.34,-1.07,-0.93,289.18,0.0,0.1735,0.0,0.0,2016
0.0,0.86,100,298.3,0.0038374,92023.34,-1.07,-0.93,289.18,0.0,0.1735,0.0,0.0,2016
0.0,0.2,50,274.32,0.0028897,92160.54,5.81,-3.93,296.87,0.512,0.0907,0.0,11.544,2016
1.0,0.05,25,273.55,0.0028259,92201.48,6.09,-5.75,297.09,1.024,0.1003,0.0,0.0,2016
1.0,0.11,25,273.72,0.0029097,92231.3,5.66,-6.99,295.05,1.056,0.1044,1.2208,0.0,2016
1.0,0.22,10,272.87,0.003484,91872.46,3.71,-6.35,296.79,0.0,0.0696,0.0672,0.0,2016
0.0,0.78,25,273.12,0.0036236,91974.52,4.54,-7.13,297.03,0.0,0.0696,0.0,102.8,2016
0.0,0.25,20,273.12,0.0036236,91974.52,4.54,-7.13,297.03,0.0,0.0696,0.0,102.8,2016
0.0,0.36,25,291.19,0.007526,90844.54,-3.21,1.17,307.62,350.4,0.0518,0.0,0.0,2016
0.0,0.36,15,291.19,0.007526,90844.54,-3.21,1.17,307.62,350.4,0.0518,0.0,0.0,2016
0.0,0.1,25,291.19,0.007526,90844.54,-3.21,1.17,307.62,350.4,0.0518,0.0,0.0,2016
0.0,0.01,25,291.19,0.007526,90844.54,-3.21,1.17,307.62,350.4,0.0518,0.0,0.0,2016
0.0,3.79,75,293.63,0.0069485,90861.38,-1.54,3.99,316.37,196.736,0.2878,0.0,131.288,2016
0.0,0.47,30,293.63,0.0069485,90861.38,-1.54,3.99,316.37,196.736,0.2878,0.0,131.288,2016
0.0,0.01,25,293.63,0.0069485,90861.38,-1.54,3.99,316.37,196.736,0.2878,0.0,131.288,2016
0.0,0.37,100,294.93,0.0077166,90925.3,-0.06,5.26,346.48,97.664,0.4404,0.0,423.706,2016
1.0,0.18,40,294.93,0.0077166,90925.3,-0.06,5.26,346.48,97.664,0.4404,0.0,423.706,2016
0.0,0.23,50,294.53,0.0067115,91529.66,-0.94,6.08,303.35,0.0,0.3183,0.0,282.472,2016
0.0,0.25,50,281.44,0.0057193,92069.44,-2.46,3.51,264.23,0.0,0.0247,0.0,0.0,2016
1.0,0.09,50,291.98,0.0057359,92059.94,4.15,-1.19,302.58,0.0,0.2812,0.0,505.64,2016
0.0,0.33,25,283.72,0.0049088,91517.48,2.24,3.28,270.78,0.0,0.0276,0.0,0.0,2016
1.0,3.31,100,288.29,0.0052908,90838.08,3.06,2.63,277.94,0.0,0.0463,0.0,0.0,2016
0.0,0.83,50,288.29,0.0052908,90838.08,3.06,2.63,277.94,0.0,0.0463,0.0,0.0,2016
0.0,0.1,10,290.34,0.0054582,90752.8,4.7,2.63,301.91,0.0,0.3334,0.0,126.928,2016
0.0,0.25,25,290.34,0.0054582,90752.8,4.7,2.63,301.91,0.0,0.3334,0.0,126.928,2016
1.0,4.62,75,292.65,0.0054013,90892.34,7.26,3.22,301.91,0.0,0.5462,0.0,396.88,2016
1.0,0.5,50,292.65,0.0054013,90892.34,7.26,3.22,301.91,0.0,0.5462,0.0,396.88,2016
0.0,0.5,20,292.65,0.0054013,90892.34,7.26,3.22,301.91,0.0,0.5462,0.0,396.88,2016
0.0,9.02,100,290.69,0.0054257,91127.38,7.43,2.35,300.27,0.0,0.345,0.0,493.525,2016
0.0,0.32,20,290.69,0.0054257,91127.38,7.43,2.35,300.27,0.0,0.345,0.0,493.525,2016
0.0,0.25,20,286.43,0.0051128,91108.9,6.1,1.11,277.02,0.0,0.345,0.0,318.576,2016
0.0,0.5,40,284.11,0.0048632,91045.78,5.67,0.61,259.84,0.0,0.0438,0.0,26.296,2016
0.0,0.11,50,288.11,0.0039983,92287.64,3.44,-0.36,253.56,0.0,0.2764,0.0,0.0,2016
0.0,0.07,20,288.94,0.0094023,91131.24,0.28,5.17,343.71,71.552,0.0654,1.248,0.0,2016
0.0,2.69,50,291.05005,0.0087665,91125.42,-0.64,7.5,347.21,70.784,0.286,0.0,100.808,2016
0.0,0.01,10,291.05005,0.0087665,91125.42,-0.64,7.5,347.21,70.784,0.286,0.0,100.808,2016
0.0,0.01,10,293.42,0.0077959,91219.96,0.72,8.25,363.1,0.0,0.5167,0.0,357.396,2016
0.0,1.08,50,282.71,0.0042303,92493.1,-1.19,-2.33,261.78,0.0,0.0205,0.0,0.0,2016
0.0,0.01,50,282.71,0.0042303,92493.1,-1.19,-2.33,261.78,0.0,0.0205,0.0,0.0,2016
1.0,0.42,100,290.72,0.0047951,92496.98,2.99,-2.59,267.02,0.0,0.0978,0.0,0.0,2016
1.0,0.02,50,299.51,0.0063956,92105.82,6.61,1.88,338.81,0.736,0.7805,0.0,581.829,2016
0.0,0.01,40,297.26,0.006232,92137.0,1.6,2.86,327.75,0.0,0.4364,0.0,626.477,2016
2.0,3.8,150,296.85,0.0053743,92243.12,1.85,-3.63,310.96,0.0,0.6674,0.0,479.408,2016
0.0,0.12,50,290.93,0.0034563,91551.3,4.64,0.86,279.15,0.0,0.3357,0.0,126.048,2016
0.0,1.0,100,293.28,0.0031462,91726.9,6.56,0.87,279.15,0.0,0.6178,0.0,433.952,2016
0.0,0.09,50,293.28,0.0031462,91726.9,6.56,0.87,279.15,0.0,0.6178,0.0,433.952,2016
0.0,0.7,125,287.53,0.003395,91778.0,4.67,2.1,255.45,0.0,0.3898,0.0,502.049,2016
1.0,4.08,100,281.85,0.0035264,91653.54,3.78,1.32,245.67,0.0,0.0456,0.0,0.0,2016
0.0,4.25,75,282.75,0.0035748,91541.6,3.57,1.75,252.27,0.0,0.0502,0.0,0.0,2016
0.0,0.9,50,282.75,0.0035748,91541.6,3.57,1.75,252.27,0.0,0.0502,0.0,0.0,2016
0.0,1.6,10,282.75,0.0035748,91541.6,3.57,1.75,252.27,0.0,0.0502,0.0,0.0,2016
0.0,2.38,70,286.35,0.0038647,91438.3,7.69,-0.31,293.38,0.256,0.21610002,0.0,0.0,2016
0.0,1.58,30,291.54,0.0118647,90822.34,0.67,7.21,344.1,794.56,0.0494,0.2308,0.0,2016
0.0,0.05,25,293.39,0.0121322,90825.7,-0.84,8.23,330.68,899.392,0.09129997,0.0,0.0,2016
0.0,0.19,25,293.39,0.0121322,90825.7,-0.84,8.23,330.68,899.392,0.09129997,0.0,0.0,2016
0.0,0.1,25,293.39,0.0121322,90825.7,-0.84,8.23,330.68,899.392,0.09129997,0.0,0.0,2016
3.0,8.63,300,293.39,0.0121322,90825.7,-0.84,8.23,330.68,899.392,0.09129997,0.0,0.0,2016
3.0,5.16,500,293.39,0.0121322,90825.7,-0.84,8.23,330.68,899.392,0.09129997,0.0,0.0,2016
1.0,17.06,100,293.39,0.0121322,90825.7,-0.84,8.23,330.68,899.392,0.09129997,0.0,0.0,2016
1.0,7.56,50,295.79,0.0118631,90916.88,-1.25,8.08,330.68,805.568,0.3559,0.0,0.0,2016
2.0,4.42,250,295.79,0.0118631,90916.88,-1.25,8.08,330.68,805.568,0.3559,0.0,0.0,2016
1.0,1.5,50,295.79,0.0118631,90916.88,-1.25,8.08,330.68,805.568,0.3559,0.0,0.0,2016
0.0,2.46,20,295.79,0.0118631,90916.88,-1.25,8.08,330.68,805.568,0.3559,0.0,0.0,2016
0.0,2.95,75,295.79,0.0118631,90916.88,-1.25,8.08,330.68,805.568,0.3559,0.0,0.0,2016
0.0,0.01,20,295.79,0.0118631,90916.88,-1.25,8.08,330.68,805.568,0.3559,0.0,0.0,2016
0.0,1.23,25,295.79,0.0118631,90916.88,-1.25,8.08,330.68,805.568,0.3559,0.0,0.0,2016
0.0,0.64,15,295.79,0.0118631,90916.88,-1.25,8.08,330.68,805.568,0.3559,0.0,0.0,2016
0.0,2.08,350,295.79,0.0118631,90916.88,-1.25,8.08,330.68,805.568,0.3559,0.0,0.0,2016
0.0,3.27,25,295.79,0.0118631,90916.88,-1.25,8.08,330.68,805.568,0.3559,0.0,0.0,2016
3.0,3.0,300,295.79,0.0118631,90916.88,-1.25,8.08,330.68,805.568,0.3559,0.0,0.0,2016
0.0,0.1,10,291.54,0.0032831,92139.28,3.82,-1.48,253.08,0.0,0.4632,0.0,0.0,2016
2.0,9.57,400,291.54,0.0032831,92139.28,3.82,-1.48,253.08,0.0,0.4632,0.0,0.0,2016
0.0,0.24,50,291.54,0.0032831,92139.28,3.82,-1.48,253.08,0.0,0.4632,0.0,0.0,2016
0.0,3.82,50,295.4,0.0037837,92241.84,7.22,-1.52,290.59,0.0,0.7305,0.0,450.112,2016
2.0,20.02,1200,295.4,0.0037837,92241.84,7.22,-1.52,290.59,0.0,0.7305,0.0,450.112,2016
2.0,3.25,300,295.4,0.0037837,92241.84,7.22,-1.52,290.59,0.0,0.7305,0.0,450.112,2016
1.0,3.67,200,294.86,0.0043956,92290.34,8.32,-1.91,306.88,0.0,0.7305,0.0,595.579,2016
0.0,0.58,15,300.70004,0.0084706,92654.74,-1.64,3.79,387.67,0.0,0.6094,0.0,700.603,2016
0.0,0.01,10,294.48,0.0074528,91824.76,3.02,-4.95,331.71,12.288,0.6273,0.0,610.59,2016
0.0,1.43,50,294.48,0.0074528,91824.76,3.02,-4.95,331.71,12.288,0.6273,0.0,610.59,2016
0.0,4.73,50,294.48,0.0074528,91824.76,3.02,-4.95,331.71,12.288,0.6273,0.0,610.59,2016
1.0,1.6,40,291.84,0.0078159,91914.48,3.56,-3.62,317.13,0.0,0.4375,0.0,512.902,2016
0.0,0.92,200,289.09,0.0077396,91676.2,2.5,-2.36,300.57,0.0,0.0718,0.0,0.0,2016
1.0,5.87,400,289.09,0.0077396,91676.2,2.5,-2.36,300.57,0.0,0.0718,0.0,0.0,2016
0.0,1.65,50,289.09,0.0077396,91676.2,2.5,-2.36,300.57,0.0,0.0718,0.0,0.0,2016
0.0,0.01,25,289.09,0.0077396,91676.2,2.5,-2.36,300.57,0.0,0.0718,0.0,0.0,2016
0.0,0.01,25,289.09,0.0077396,91676.2,2.5,-2.36,300.57,0.0,0.0718,0.0,0.0,2016
0.0,1.51,150,289.09,0.0077396,91676.2,2.5,-2.36,300.57,0.0,0.0718,0.0,0.0,2016
0.0,4.35,250,290.89,0.008238,91523.26,2.3,-2.38,319.34,7.04,0.0718,0.164,0.0,2016
0.0,0.01,50,290.27005,0.0115305,91459.3,-1.2,2.27,349.5,460.928,0.0054,0.0,0.0,2016
0.0,0.07,25,290.27005,0.0115305,91459.3,-1.2,2.27,349.5,460.928,0.0054,0.0,0.0,2016
0.0,0.01,10,290.27005,0.0115305,91459.3,-1.2,2.27,349.5,460.928,0.0054,0.0,0.0,2016
1.0,7.28,100,290.59,0.0118777,92313.2,-2.82,-3.69,347.67,71.584,0.0937,0.0,0.0,2016
0.0,0.16,25,299.19,0.0144419,91981.62,-3.48,3.41,388.2,1163.936,0.3426,0.0,341.152,2016
0.0,0.62,50,299.19,0.0144419,91981.62,-3.48,3.41,388.2,1163.936,0.3426,0.0,341.152,2016
0.0,0.82,25,299.19,0.0144419,91981.62,-3.48,3.41,388.2,1163.936,0.3426,0.0,341.152,2016
1.0,3.4,50,299.9,0.0069945,92760.9,-3.64,5.64,348.51,0.0,0.8357,0.0,673.415,2016
1.0,2.4,75,306.11,0.0109503,91669.33,-0.17,5.83,396.46,39.278,0.3289,0.0,0.0,2016
2.0,3.02,350,304.24,0.012629,92351.48,-0.36,5.07,419.12,253.428,0.921,0.0,845.209,2016
1.0,21.83,150,300.58,0.0135078,92613.45,-2.36,1.26,425.95,266.627,0.4399,1.0175,400.068,2016
2.0,4.86,150,295.94,0.0137745,91985.31,-2.55,7.21,359.87,158.692,0.1233,0.0,0.0,2016
1.0,8.6,275,295.94,0.0137745,91985.31,-2.55,7.21,359.87,158.692,0.1233,0.0,0.0,2017
1.0,0.57,150,309.27,0.0117188,91822.3,-4.02,7.03,434.73,1206.239,0.9079,0.0,382.526,2017
1.0,0.36,75,308.27005,0.0132748,91927.27,-0.52,7.98,442.58,1698.545,0.8462,0.0,842.033,2017
0.0,0.38,75,307.15,0.0105868,91770.74,-2.41,5.96,402.06,686.123,0.3637,0.0,0.0,2017
0.0,0.01,20,311.25,0.0110736,91760.93,-1.49,6.06,444.46,1086.782,0.9053,0.0,384.89,2017
0.0,0.25,75,303.87,0.0144923,92122.47,-0.99,7.77,414.39,1564.908,0.8374,0.0,599.554,2017
0.0,0.4,10,304.77,0.01236,91685.42,-0.76,6.57,412.74,820.48,0.8589,0.0,747.739,2017
1.0,0.54,100,300.66,0.0140478,92137.35,-3.83,2.08,425.16,471.54,0.4106,8.6869,180.491,2017
0.0,0.28,20,301.25,0.0140313,91888.41,-3.1,4.11,425.58,377.541,0.4295,0.7823,311.488,2017
1.0,0.01,25,300.51,0.0115033,91760.99,-0.85,5.6,371.91,30.814,0.2045,0.0,0.0,2017
1.0,1.1,40,308.28003,0.0092006,92320.07,-1.11,5.87,420.76,6.667,1.1869,0.0,900.438,2017
1.0,3.93,625,308.28003,0.0092006,92320.07,-1.11,5.87,420.76,6.667,1.1869,0.0,900.438,2017
0.0,0.6,200,303.9,0.0092619,92449.52,-3.1,-0.45,406.97,0.0,0.7547,0.0,834.239,2017
0.0,0.21,200,309.85,0.0107052,91778.3,-1.49,6.39,438.16,558.949,0.9201,0.0,400.942,2017
1.0,2.19,250,309.85,0.0107052,91778.3,-1.49,6.39,438.16,558.949,0.9201,0.0,400.942,2017
1.0,1.38,200,308.43,0.0106157,92006.52,-1.42,2.81,448.77,479.305,0.9215,0.0,555.283,2017
1.0,0.63,200,310.28,0.0104604,91867.88,-1.79,4.14,436.99,979.294,1.0949,0.0,746.914,2017
0.0,2.42,100,308.77,0.0090667,92133.87,-0.71,5.26,417.24,20.663,1.0512,0.0,733.57,2017
0.0,5.0,20,308.77,0.0090667,92133.87,-0.71,5.26,417.24,20.663,1.0512,0.0,733.57,2017
0.0,0.32,110,299.12,0.0144615,92010.93,-3.14,7.11,377.72,1002.479,0.1825,0.0,0.0,2017
0.0,0.09,30,304.21,0.0136635,92006.4,-1.09,8.16,408.83,948.575,0.7994,0.0,743.328,2017
1.0,2.82,300,307.2,0.0111872,92018.21,-4.19,2.79,441.15,594.033,0.8123,0.1999,381.211,2017
1.0,1.99,60,307.57,0.0112404,92121.73,-3.52,1.5,437.88,497.392,1.0415,0.0416,860.189,2017
1.0,1.82,50,308.06,0.009076,92142.31,-0.19,3.03,419.83,0.0,1.0752,0.0,890.512,2017
0.0,0.73,150,306.35004,0.0085092,92285.0,-4.78,4.32,380.73,0.0,0.9452,0.0,227.147,2017
0.0,0.91,75,307.59,0.0117795,92712.14,-1.97,-0.32,454.03,750.329,0.7746,0.7919,628.886,2017
1.0,1.49,50,308.55,0.0101516,92171.71,-4.24,4.13,431.62,417.501,0.995,0.0,528.42,2017
1.0,1.71,200,309.17,0.0104228,92288.04,-4.2,3.44,431.62,691.416,1.1713,0.0,872.555,2017
0.0,6.9,125,309.17,0.0104228,92288.04,-4.2,3.44,431.62,691.416,1.1713,0.0,872.555,2017
1.0,4.33,300,309.17,0.0104228,92288.04,-4.2,3.44,431.62,691.416,1.1713,0.0,872.555,2017
0.0,0.25,25,306.6,0.0116045,92392.77,-2.18,3.88,435.5,845.808,0.8425,0.0,905.918,2017
1.0,1.34,50,306.6,0.0116045,92392.77,-2.18,3.88,435.5,845.808,0.8425,0.0,905.918,2017
2.0,5.41,200,302.83,0.0125601,92374.21,-1.27,5.2,404.03,769.931,0.8425,0.0,692.386,2017
1.0,1.24,50,302.83,0.0125601,92374.21,-1.27,5.2,404.03,769.931,0.8425,0.0,692.386,2017
2.0,1.09,200,302.55005,0.0100409,92121.07,-1.19,3.27,372.54,175.104,0.1187,0.0,0.0,2017
0.0,0.59,100,306.72,0.0095282,92085.13,-1.97,4.09,394.68,143.78,0.3706,0.0,145.027,2017
1.0,2.96,200,306.72,0.0095282,92085.13,-1.97,4.09,394.68,143.78,0.3706,0.0,145.027,2017
0.0,3.25,100,308.58,0.0093978,92084.26,-2.39,4.46,424.11,183.244,0.9521,0.0,516.453,2017
1.0,1.83,100,308.58,0.0093978,92084.26,-2.39,4.46,424.11,183.244,0.9521,0.0,516.453,2017
0.0,0.62,50,305.01,0.0113318,92360.49,-0.96,4.51,395.61,461.643,0.846,0.0,820.58,2017
1.0,2.04,100,301.58,0.0092682,92673.72,-2.98,3.17,364.26,28.438,0.1916,0.0,0.0,2017
1.0,0.2,50,301.58,0.0092682,92673.72,-2.98,3.17,364.26,28.438,0.1916,0.0,0.0,2017
1.0,0.75,176,306.6,0.0107006,92648.76,-3.5,3.81,427.83,385.788,1.1461,0.0527,939.317,2017
2.0,6.39,1300,305.46005,0.0113364,92415.62,-1.86,-4.79,440.48,52.226,0.9678,0.0,756.973,2017
1.0,4.7,600,307.66,0.0120586,92632.49,-4.26,1.42,444.15,477.382,0.8314,0.0,888.193,2017
0.0,0.17,50,310.07,0.011108001,92193.77,-3.89,4.12,443.31,847.545,0.9881,0.0,513.744,2017
0.0,3.17,16,310.07,0.011108001,92193.77,-3.89,4.12,443.31,847.545,0.9881,0.0,513.744,2017
2.0,7.97,50,310.07,0.011108001,92193.77,-3.89,4.12,443.31,847.545,0.9881,0.0,513.744,2017
0.0,0.72,80,308.91,0.012293501,92386.7,-3.02,4.21,447.84,1006.234,1.1571,0.0,936.197,2017
0.0,0.3,50,308.91,0.012293501,92386.7,-3.02,4.21,447.84,1006.234,1.1571,0.0,936.197,2017
0.0,0.39,25,309.34,0.0092575,92237.0,-4.18,1.09,399.08,11.62,0.9673,0.0,294.043,2017
0.0,1.95,50,298.02,0.011838,92625.25,-2.22,1.77,359.32,279.931,0.058,0.0,0.0,2017
0.0,0.46,40,298.02,0.011838,92625.25,-2.22,1.77,359.32,279.931,0.058,0.0,0.0,2017
3.0,3.55,1936,311.13,0.0131783,92130.96,-3.36,6.18,459.46,1466.369,0.9738,0.0,508.413,2017
0.0,0.21,50,306.99,0.0102094,91776.5,0.98,4.45,428.21,65.695,0.6849,0.0167,233.476,2017
0.0,0.03,10,308.53,0.0105094,92276.3,-2.66,4.67,435.34003,538.501,0.9604,0.0,526.079,2017
0.0,1.7,25,307.99,0.0113205,92395.37,-2.15,4.09,439.3,825.716,1.1238,0.0,928.611,2017
1.0,2.79,40,304.77005,0.0093105,92372.9,-2.74,5.76,385.87,2.815,0.4253,0.0,138.309,2017
0.0,0.35,20,300.64,0.01268,92831.2,-2.54,6.88,406.97,126.79,0.7192,0.0,560.657,2017
1.0,6.46,200,307.59,0.0083555,91631.51,-0.18,-6.19,362.06,85.457,0.9793,0.0,282.793,2017
0.0,2.19,200,305.74005,0.0126287,91488.8,-3.25,6.46,398.29,1566.607,0.6844,0.0,268.273,2017
1.0,4.39,200,304.95,0.0133484,91671.25,-3.45,6.71,436.17,1661.161,0.6709,0.0499,555.845,2017
1.0,6.4,550,304.95,0.0133484,91671.25,-3.45,6.71,436.17,1661.161,0.6709,0.0499,555.845,2017
1.0,4.1,600,303.96,0.0140831,91723.69,-3.07,6.47,452.47,1987.809,0.6709,0.0,414.477,2017
1.0,10.2,400,301.95004,0.0144253,91762.56,-2.86,6.5,426.24,1848.828,0.5044,0.0174,403.217,2017
0.0,0.51,50,301.95004,0.0144253,91762.56,-2.86,6.5,426.24,1848.828,0.5044,0.0174,403.217,2017
1.0,10.55,600,301.95004,0.0144253,91762.56,-2.86,6.5,426.24,1848.828,0.5044,0.0174,403.217,2017
1.0,4.89,150,309.88,0.0115709,91641.02,-2.61,7.84,433.75,1609.318,1.004,0.0,662.955,2017
